N.Registro;Tipo;Categoría;Nombre;Dirección;C.Postal;Provincia;Municipio;Localidad;Nucleo;Teléfono 1;Teléfono 2;Teléfono 3;Email;web;Q Calidad;Central Reservas;Posada Real;Plazas;GPS.Longitud;GPS.Latitud;accesible a personas con discapacidad
05/000456;Casa Rural de Alquiler;4ª - 4 Estrellas;PUERTA MORAÑA I;Calle VALLADOLID 24  B;5290;Ávila;Sanchidrián;SANCHIDRIAN;SANCHIDRIAN;649955758;;;ahelum3@yahoo.es;www.puertamoraña.com;;;;5;-4.581203;40.894457;Si
05/000457;Casa Rural de Alquiler;4ª - 4 Estrellas;PUERTA MORAÑA II;Calle VALLADOLID 24;5290;Ávila;Sanchidrián;SANCHIDRIAN;SANCHIDRIAN;649955758;649955758;;ahelum3@yahoo.es;www.puertamoraña.com;;;;4;-4.581253;40.894592;Si
37/000295;Casa Rural de Alquiler;4ª - 4 Estrellas;CANTARRANAS;Carretera SERRADILLA. KM 5 (FINCA CANTARRANAS);37500;Salamanca;Ciudad Rodrigo;CIUDAD RODRIGO;*DISEMINADO*;923462975;658767680;;mmcondevalle@yahoo.es;www.cantarranas.casarural.com;;;;12;-6.6524746;40.596069;Si
09/000217;Casa Rural de Alquiler;3ª - 3 Estrellas;LA SOLANA DE FRIAS;Calle Mercado 24;9211;Burgos;Frías;FRIAS;FRIAS;615543033;;;info@lasolanadefrias.com;www.lasolanadefrias.com;;;;8;-3.295278;42.761944;
40/000156;Casa Rural;3ª - 3 Estrellas;EL TRILLO DE PEÑARRUBIAS;Calle CORTA 4;40393;Segovia;Escobar de Polendos;PEÑARRUBIAS DE PIRON;PEÑARRUBIAS DE PIRON;699519585;921497504;;eltrillo@telefonica.net;wwweltrillo.net;;;;4;-4.0861859;41.0972973;
47/000080;Hotel Rural;3ª - 3 Estrellas;FUERTE DE SAN MAURICIO;Calle CAÑO 14;47812;Valladolid;Palazuelo de Vedija;PALAZUELO DE VEDIJA;PALAZUELO DE VEDIJA;618497632;;;sansanv@hotmail.com;www.casaruralfuertesanmauricio.com;;;;17;-5.1435283;41.930944;
05/000458;Casa Rural de Alquiler;2ª - 2 Estrellas;LA CELESTINA;Calle MAYOR 7;5620;Ávila;Carrera (La);NAVALMORO;NAVALMORO;920085090;619909172;;casalacelestina@gmail.com;;;;;4;-5.5549453;40.3482203;Si
42/000134;Casa Rural de Alquiler;2ª - 2 Estrellas;LAS BARDAS;Calle GENERAL MAYANDIA 35 A;42148;Soria;Cubilla;CUBILLA;CUBILLA;615789113;;;casalasbardas@gmail.com;;;;;5;-2.9389118;41.749806;Si
37/000296;Casa Rural de Alquiler;4ª - 4 Estrellas;LA FRAGUA;Carretera CIUDAD RODRIGO. 2;37512;Salamanca;Pastores;PASTORES;PASTORES;620202090;62O202091;;lafraguapastores@yahoo.es;;;;;2;-6.505694;40.5128706;Si
49/000111;Hotel Rural;3ª - 3 Estrellas;A CASA DO CURA;Calle Tolaco 18;49572;Zamora;Hermisende;HERMISENDE;HERMISENDE;980623405;;;;;;;;11;-6.895562;41.968242;
37/000299;Casa Rural de Alquiler;2ª - 2 Estrellas;CASA ANABEL;Calle LA OBLIGACION 9;37660;Salamanca;Miranda del Castañar;MIRANDA DEL CASTAÑAR;MIRANDA DEL CASTAÑAR;923432289;657839690;;;;;;;2;-6.001026;40.48526;
37/000300;Hotel Rural;3ª - 3 Estrellas;VILLA MARIA;Calle EL CHORRO 14;37790;Salamanca;Fuentes de Béjar;FUENTES DE BEJAR;FUENTES DE BEJAR;923151886;630603878;;info@ctrvillamaria.com;www.ctrvillamaria.com;;;;19;-5.691761;40.5075647;Si
37/000301;Casa Rural de Alquiler;3ª - 3 Estrellas;LA ESCUELA;Calle LA FUENTE 4;37717;Salamanca;Béjar;VALDESANGIL;VALDESANGIL;660850238;;;laescuela.ignacio@gmail.com;www.valdesangil.com;;;;10;-5.7719197;40.3922582;
09/000220;Casa Rural de Alojamiento Compartido;2ª - 2 Estrellas;LA ALPARGATERIA;Calle Mayor 2;9257;Burgos;Villafranca Montes de Oca;VILLAFRANCA MONTES DE OCA;VILLAFRANCA MONTES DE OCA;947582029;;;alpargateria@hotmail.com;www.casaruralalpargateria.es;;;;10;-3.3080587;42.39007;
05/000459;Casa Rural de Alquiler;4ª - 4 Estrellas;CASA LOS CAMPOS;Avenida LA VENTA 13;5520;Ávila;Padiernos;PADIERNOS;PADIERNOS;627541507;;;;;;;;8;-4.8449205;40.6203141;Si
09/000222;Casa Rural de Alquiler;2ª - 2 Estrellas;PEÑA AMAYA;Calle SAN JUAN 10;9136;Burgos;Sotresgudo;AMAYA;AMAYA;947363216;669328353;;natigarpe@yahoo.es;www.casaruralamaya.com;;;;4;-4.1635906;42.6420248;
09/000221;Casa Rural de Alquiler;2ª - 2 Estrellas;AMAYA;Calle SAN JUAN 10;9136;Burgos;Sotresgudo;AMAYA;AMAYA;947363216;669328353;;natigarpe@yahoo.es;www.casaruralamaya.com;;;;4;-4.1638653;42.6419405;
37/000302;Casa Rural de Alquiler;4ª - 4 Estrellas;LA HERRERA II;Calle FUENTE HERRERA. 28;37671;Salamanca;San Esteban de la Sierra;SAN ESTEBAN DE LA SIERRA;SAN ESTEBAN DE LA SIERRA;923435006;657867317;;laserranilla@sierradefrancia.com;www.lossitiosdeana.com;;;;2;-5.9069711;40.5061969;
37/000303;Casa Rural de Alquiler;3ª - 3 Estrellas;LA DUEÑA I;Calle LOS TIGRES 21  BJº;37660;Salamanca;Miranda del Castañar;MIRANDA DEL CASTAÑAR;MIRANDA DEL CASTAÑAR;620679360;923432132;;lucerofd1@yahoo.es;;;;;4;-6.001425;40.485489;
37/000305;Casa Rural de Alquiler;3ª - 3 Estrellas;LAURA I;Calle VELETA 1;37660;Salamanca;Miranda del Castañar;MIRANDA DEL CASTAÑAR;MIRANDA DEL CASTAÑAR;923432096;658828068;;;;;;;4;-5.994001;40.483535;
37/000306;Casa Rural de Alquiler;3ª - 3 Estrellas;LAURA II;Calle VELETA 1;37660;Salamanca;Miranda del Castañar;MIRANDA DEL CASTAÑAR;MIRANDA DEL CASTAÑAR;923432096;658828068;;;;;;;4;-5.993978;40.483454;Si
42/000135;Casa Rural de Alquiler;3ª - 3 Estrellas;EL MIRADOR DE LA FRAGUA;Calle EL PILON 7;42190;Soria;Soria;PEDRAJAS;PEDRAJAS;655621142;;;miradordelafragua@gmail.com;www.miradordelafragua.com;;;;5;-2.577256;41.825578;
09/000223;Casa Rural;3ª - 3 Estrellas;VILLAGOMEZ;Carretera Lerma s/n;9342;Burgos;Santa María del Campo;SANTA MARIA DEL CAMPO;SANTA MARIA DEL CAMPO;947174199;;;info@casavillagomez.com;www.casavillagomez.com;;;;14;-3.968213;42.133591;Si
37/000307;Casa Rural de Alquiler;3ª - 3 Estrellas;LA CASONA;Calle GRANILLOS DE ORO 18;37181;Salamanca;Terradillos;TERRADILLOS;TERRADILLOS;923306329;699349399;;cirusta@lacasonadeterradillos.com;www.lacasonadeterradillos.com;;;;9;-5.5401614;40.8363367;
37/000309;Casa Rural de Alquiler;3ª - 3 Estrellas;CAENIA;Calle ALAMEDA. 13;37216;Salamanca;Pozos de Hinojo;TRAGUNTIA;TRAGUNTIA;923501360;685040492;;traguntia@hotmail.com;;;;;6;-6.3665197;40.9591268;
05/000460;Casa Rural de Alquiler;4ª - 4 Estrellas;CASAS DE BERMUDILLO I;Paraje DEHESA DE BERMUDILLO;5140;Ávila;Martiherrero;MARTIHERRERO;MARTIHERRERO;609000404;;;info@casasdebermudillo.com;www.casasdebermudillo.com;;;;10;-4.779972;40.6740137;Si
05/000462;Casa Rural de Alquiler;3ª - 3 Estrellas;EL ARROYO;Calle PILON 13;5620;Ávila;Carrera (La);CARRERA (LA);CARRERA (LA);920254325;652449183;;carlosriscos@hotmail.com;www.casaruralelarroyo.com;;;;6;-5.5544244;40.347238;
05/000463;Casa Rural de Alquiler;4ª - 4 Estrellas;LAS CABAÑAS;Paraje EL PALANCAR S/N;5480;Ávila;Candeleda;CANDELEDA;CANDELEDA;920380247;678500619;;eva.perez21@hotmail.com;www.casarurallascabanyas.com;;;;10;-5.2437617;40.1552359;
09/000225;Casa Rural de Alquiler;4ª - 4 Estrellas;EL TIRABEQUE;Calle La Plaza. 3;9340;Burgos;Lerma;RUYALES DEL AGUA;RUYALES DEL AGUA;626093170;;;eltirabeque@hotmail.com;www.eltirabequecasarural. es;;;;9;-3.805122;42.035387;
24/000332;Casa Rural de Alquiler;2ª - 2 Estrellas;CORNATELIA I;Calle LAS ANGUSTIAS. 2;24549;León;Carracedelo;CARRACEDELO;CARRACEDELO;987562817;636626165;;info@casa-cornatelia.com;www.casa-cornatelia.com;;;;2;-6.7297123;42.5554012;Si
24/000333;Casa Rural de Alquiler;3ª - 3 Estrellas;CORNATELIA II;Calle LAS ANGUSTIAS. 2;24549;León;Carracedelo;CARRACEDELO;CARRACEDELO;987562817;636626165;;info@casa-cornatelia.com;www.casa-cornatelia.com;;;;4;-6.7297123;42.5554012;Si
24/000334;Casa Rural de Alquiler;3ª - 3 Estrellas;EL PORMA;Calle LOS ROBLES 16;24154;León;Vegas del Condado;VILLANUEVA DEL CONDADO;VILLANUEVA DEL CONDADO;987340108;606726483;;correo@elporma.com;www.elporma.com;;;;4;-5.3874457;42.6633378;
05/000464;Casa Rural de Alquiler;3ª - 3 Estrellas;MIRASIERRA II;Carretera DEL BARCO S/N;5635;Ávila;Navarredonda de Gredos;BARAJAS;BARAJAS;637874078;;;administracion@gredosinstalaciones.com;htt://casamirasierra.es/;;;;10;-5.1324826;40.3619963;Si
05/000465;Casa Rural de Alquiler;3ª - 3 Estrellas;MIRASIERRA III;Carretera  BARCO DE AVILA S/N;5635;Ávila;Navarredonda de Gredos;BARAJAS;BARAJAS;637874078;;;administracion@gredosintalaciones.com;htt://casamirasierra.es/;;;;10;-5.1324826;40.3619963;Si
37/000311;Casa Rural de Alquiler;3ª - 3 Estrellas;ABACO;Calle VIRGEN DEL ROBLEDO. S/N. BAJO;37650;Salamanca;Sequeros;SEQUEROS;SEQUEROS;923437065;660694668;;casacordovilla@hotmail.com;www.cordovillamenchu.com;;;;4;-6.025132;40.511388;Si
37/000312;Casa Rural de Alquiler;3ª - 3 Estrellas;LA ALMOFEA;Calle ALMOFEA. 2;37175;Salamanca;Pereña de la Ribera;PEREÑA;PEREÑA;666957065;923227296;;luisrherrero@hotmail.com;www.casaruralalmofea.com;;;;6;-6.5237929;41.2410554;Si
42/000136;Casa Rural de Alquiler;4ª - 4 Estrellas;LAS VICARIAS;Plaza MAYOR 9;42220;Soria;Monteagudo de las Vicarías;MONTEAGUDO DE LAS VICARIAS;MONTEAGUDO DE LAS VICARIAS;695408653;;;lasvicarias@yahoo.es;www.lasvicarias.com;;;;10;-2.166674;41.366159;Si
05/000466;Casa Rural de Alquiler;2ª - 2 Estrellas;LOS TRIGALES;Calle MAYOR S/N;5516;Ávila;Hoyorredondo;HOYORREDONDO;HOYORREDONDO;920 20 62 04;68588664;;casasdegredos@diputacionavila.es;www.casasgredos.com;;;;2;-5.3805141;40.4859521;
49/000115;Posada;5ª - 5 Estrellas;POSADA DE LAS MISAS;Plaza  MAYOR 13;49300;Zamora;Puebla de Sanabria;PUEBLA DE SANABRIA;PUEBLA DE SANABRIA;639665066;980620358;;posadadelasmisas@gmail.com;www.posadadelasmisas.com;;;Si;28;-6.6340983;42.0539606;Si
05/000467;Casa Rural de Alquiler;3ª - 3 Estrellas;VALDECORNEJA;Calle MAYOR S/N;5516;Ávila;Hoyorredondo;HOYORREDONDO;HOYORREDONDO;920206204;685886664;;casasdegredos@diputacionavila.es;www.casasgredos.com;;;;10;-5.3805141;40.4859521;
47/000083;Casa Rural;3ª - 3 Estrellas;LA CAÑADA;Camino CAMINO DE SALAMANCA. S/N;47480;Valladolid;Fresno el Viejo;FRESNO EL VIEJO;FRESNO EL VIEJO;983863483;687823848;;leticiaillera@hotmail.com;;;;;6;-5.14305;41.195642;Si
40/000158;Casa Rural;4ª - 4 Estrellas;EL MIRADOR DE LA CIGÜEÑA;Calle  CIGÜEÑA. 6;40160;Segovia;Torrecaballeros;CABANILLAS DEL MONTE;CABANILLAS DEL MONTE;629069515;660267905;;"miradorlaciguena@yahoo.es ;  info@elmiradordelacigüeña.es";www.elmiradordelacigüeña.es;;;;10;-4.0327322;40.9762668;Si
42/000137;Casa Rural de Alquiler;3ª - 3 Estrellas;FUENTE DEL PINO;Calle NAVACASTELLANOS. 22;42140;Soria;San Leonardo de Yagüe;SAN LEONARDO DE YAGÜE;SAN LEONARDO DE YAGÜE;610878088;975376596;;info@canonderiolobos.com;www.canonderiolobos.com;;;;6;-3.0741783;41.8327012;
34/000183;Casa Rural de Alquiler;3ª - 3 Estrellas;LA ALCUBILLA 1;Calle SANTIAGO AGUADO 35;34450;Palencia;Astudillo;ASTUDILLO;ASTUDILLO;979728048;646566243;646567240;laalcubilla@laalcubilla.com;www.laalcubilla.com;;;;10;-4.2919889;42.1924145;
09/000226;Hotel Rural;3ª - 3 Estrellas;LA PIEDRA;Paseo de la Playa 12;9570;Burgos;Arija;ARIJA;ARIJA;942773316;;;lapiedrarija@hotmail.com;;;;;14;-3.9461831;42.9927556;
42/000140;Casa Rural de Alquiler;4ª - 4 Estrellas;LA CARRASQUILLA;Calle  GRANADO . 16    ( URB. CAMARETAS);42190;Soria;Golmayo;GOLMAYO;GOLMAYO;618180980;975214526;;casarurallacarrasquilla@gmail.com;www.lacarrasquilla.com;;;;10;-2.5214217;41.7662655;
42/000141;Casa Rural de Alquiler;3ª - 3 Estrellas;ROBELLANO;Calle DEL MEDIO 51;42149;Soria;Navaleno;NAVALENO;NAVALENO;669287981;;;info@robellano.com;www.robellano.com;;;;8;-3.0029065;41.8389846;
34/000184;Casa Rural de Alquiler;3ª - 3 Estrellas;EL UNCAR RURAL-EL GALLINERO;Carretera  LA MAGADALENA 36;34880;Palencia;Castrejón de la Peña;CASTREJON DE LA PEÑA;CASTREJON DE LA PEÑA;609812148;979877053;;ana-acb@hotmail.com;www.eluncarrural.com;;;;4;-4.548375;42.8123208;
34/000185;Casa Rural de Alquiler;3ª - 3 Estrellas;EL UNCAR RURAL- LA CASINA;Carretera  LA MAGDALENA 36;34880;Palencia;Castrejón de la Peña;CASTREJON DE LA PEÑA;CASTREJON DE LA PEÑA;609812148;979877053;;ana-acb@hotmail.com;www.eluncarrural.com;;;;2;-4.548375;42.8123208;
09/000228;Hotel Rural;3ª - 3 Estrellas;LA PRADERA;Carretera Santander 18;9572;Burgos;Valle de Valdebezana;QUINTANAENTELLO;QUINTANAENTELLO;947571202;629845030;;info@hotellapradera.com;www.hotellapradera.com;;;;24;-3.7177114;42.9353408;
34/000186;Casa Rural de Alquiler;3ª - 3 Estrellas;EL UNCAR RURAL -EL COLONO;Carretera LA MAGDALENA. 36;34880;Palencia;Castrejón de la Peña;CASTREJON DE LA PEÑA;CASTREJON DE LA PEÑA;609812148;979877053;;ana-acb@hotmail.com;www.eluncarrural.com;;;;4;-4.548375;42.8123208;
05/000468;Casa Rural de Alquiler;2ª - 2 Estrellas;LA BODEGA;Calle CIMERA DE LA FUENTE 2;5417;Ávila;Guisando;GUISANDO;GUISANDO;669270999;;;informacion@casarurallabodega.com;www.casarurallabodega.com;;;;5;-5.139551;40.2225878;
34/000187;Hotel Rural;3ª - 3 Estrellas;OCÉANO VERDE;Calle UNICA S/N;34846;Palencia;Cervera de Pisuerga;ESTALAYA;ESTALAYA;979879420;649984086;;;www.oceanoverde.com;;;;20;-4.4744366;42.92838;Si
40/000162;Casa Rural;3ª - 3 Estrellas;LA CASA ESCONDIDA;Carretera  DE LOS CORTOS. S/N;40312;Segovia;Duruelo;DURUELO;DURUELO;636994089;925780003;;casalaescondida@casalaescondida.com;www.casalaescondida.com;;;;8;-3.647594;41.235174;
40/000164;Casa Rural;4ª - 4 Estrellas;LA ERA;Avenida  DE ICONA 28;40480;Segovia;Coca;COCA;COCA;692389383;692389383;;laeracasarural@yahoo.es;www.casalaera.es;;;;10;-4.5217004;41.2127035;Si
24/000336;Casa Rural de Alquiler;3ª - 3 Estrellas;CENTRO LA SOMOZA CASA ISABEL;Calle REAL. s/n;24732;León;Santiago Millas;SANTIAGO MILLAS;SANTIAGO MILLAS;609852762;;;centrolasomoza@gmail.com;;;;;10;-6.1380059;42.4049185;Si
05/000469;Casa Rural de Alquiler;3ª - 3 Estrellas;RIOALMAR;Calle CAMPOSANTO 7;5145;Ávila;Muñico;MUÑICO;MUÑICO;607502496;607502496;;cr_rioalmar@yahoo.es;http://www.casaruralrioalmar.es;;;;8;-5.0275398;40.7075434;Si
49/000119;Casa Rural de Alquiler;3ª - 3 Estrellas;EL ATARDECER DE SANABRIA IV;Calle de la Iglesia s/n;49321;Zamora;Robleda-Cervantes;SAN JUAN DE LA CUESTA;SAN JUAN DE LA CUESTA;980620295;627717155;;madelesra@yahoo.es;www.elatardecerdesanabria.es;;;;4;-6.5959689;42.0825714;Si
49/000120;Casa Rural de Alquiler;3ª - 3 Estrellas;EL ATARDECER DE SANABRIA V;Calle de la Iglesia s/n;49321;Zamora;Robleda-Cervantes;SAN JUAN DE LA CUESTA;SAN JUAN DE LA CUESTA;980620295;627717155;;madelesra@yahoo.es;www.elatardecerdesanabria.es;;;;4;-6.5959689;42.0825714;Si
49/000121;Casa Rural de Alquiler;4ª - 4 Estrellas;LA CARBALLA;Calle Florida 9;49300;Zamora;Puebla de Sanabria;PUEBLA DE SANABRIA;PUEBLA DE SANABRIA;655222977;;;lacarballa@lacarballa.com;www.lacarballa.com;;;;4;-6.6344444;42.0538889;Si
24/000337;Hotel Rural;3ª - 3 Estrellas;EL ARBEDAL;Camino VALDEPICOS S/N;24439;León;Sancedo;OCERO;OCERO;647356981;666441213;;reservas@binatur.es;www.binatur.es;;;;32;-6.6360033;42.6657443;Si
05/000470;Casa Rural de Alquiler;2ª - 2 Estrellas;EL CERRILLO;Calle GREDOS 39;5132;Ávila;San Martín del Pimpollar;SAN MARTIN DEL PIMPOLLAR;SAN MARTIN DEL PIMPOLLAR;655889148;920348236;;joanflor70@gmail.com;www.loscerrillosdegredos.com;;;;2;-5.0545018;40.3680242;
05/000471;Casa Rural de Alquiler;5ª - 5 Estrellas;LA ERMITA;Calle LAS NIEVES S/N;5635;Ávila;Navarredonda de Gredos;NAVARREDONDA DE GREDOS;NAVARREDONDA DE GREDOS;635979239;;;info@casaruralermitadegredos.com;www.casaruralermitadegredos.com;;;;8;-5.1324826;40.3619963;
37/000318;Casa Rural de Alquiler;4ª - 4 Estrellas;GRANJA DE CANTARINAS;Finca HUERTA DE CANTARINA 125;37500;Salamanca;Ciudad Rodrigo;CIUDAD RODRIGO;CIUDAD RODRIGO;615595589;;;joseetreros@yahoo.es;;;;;10;-6.5290804;40.6003754;
47/000086;Casa Rural de Alojamiento Compartido;4ª - 4 Estrellas;EL ENCUENTRO;Calle MARCELIANO SERRANO 21;47600;Valladolid;Villalón de Campos;VILLALON DE CAMPOS;VILLALON DE CAMPOS;983740767;615837121;;info@casaruralelencuentro.com;www.casaruralelencuentro.com;;;;10;-5.0355099;42.1004125;
47/000089;Casa Rural;4ª - 4 Estrellas;VILLA DE URUEÑA - CASA DE LOS ILUSTRES;Calle PARRA 24;47863;Valladolid;Urueña;URUEÑA;URUEÑA;626847133;;;casarural@villadeuruena.es;;;;;10;-5.2040984;41.7281494;
47/000088;Casa Rural de Alquiler;3ª - 3 Estrellas;EL RINCON DEL LABRADOR II;Calle JOSÉ ANTONIO 14;47641;Valladolid;Castromonte;SANTA ESPINA (LA);SANTA ESPINA (LA);983565210;653979293;;reservas@elrincondellabrador.com;;;;;4;-5.1041451;41.7311897;Si
47/000087;Casa Rural de Alquiler;3ª - 3 Estrellas;EL RINCÓN DEL LABRADOR I;Calle JOSE ANTONIO 14;47641;Valladolid;Castromonte;SANTA ESPINA (LA);SANTA ESPINA (LA);983565210;653979293;;reservas@elrincondellabrador.com;;;;;8;-5.1041451;41.7311897;Si
37/000320;Casa Rural de Alojamiento Compartido;4ª - 4 Estrellas;LA TORTOLA;Carretera  ALDEADAVILA. PARCELA 5016;37210;Salamanca;Vitigudino;VITIGUDINO;VITIGUDINO;639444418;923500691;;hergatel59@orange.es;http://www.casa-rural-arribes.com/;;;;10;-6.4340409;41.0131959;Si
05/000473;Casa Rural de Alquiler;4ª - 4 Estrellas;CASA DEL CAÑO;Calle MAESTRO DIONISIO CENALMOR 5;5280;Ávila;Mingorría;MINGORRIA;MINGORRIA;920200018;660275854;;yoliarpi@hotmail.com;www.mingorría-rural.com;;;;5;-4.6637537;40.7503748;
42/000144;Hotel Rural;4ª - 4 Estrellas;EL DENARIO;Calle RAMON BENITO ACEÑA 20;42162;Soria;Garray;GARRAY;GARRAY;975252125;676249678;;Info@eldenario.com;www.eldenario.com;;;;19;-2.4448467;41.8168478;Si
09/000229;Hotel Rural;3ª - 3 Estrellas;LA CASONA DE ESCALADA;Calle Real. 3;9145;Burgos;Valle de Sedano;ESCALADA;ESCALADA;947150063;606414668;;jcchdm@gmail.com;www.lacasonadeescalada.com;;;;12;-3.7598687;42.8354533;Si
40/000171;Casa Rural;3ª - 3 Estrellas;PINCHERRES;Calle  LAS ERAS. 1;40392;Segovia;Cabañas de Polendos;MATA DE QUINTANAR;MATA DE QUINTANAR;921120048;625121578;;casaruralpincherres@yahoo.es;www.casasruralesmatadequintanar.es;;;;6;-4.1095858;41.0667995;
40/000172;Casa Rural;3ª - 3 Estrellas;LA CASA DEL ABUELO MAXIMO I;Calle  CRUCERO. 27;40430;Segovia;Bernardos;BERNARDOS;BERNARDOS;921566108;648034653;;info@lacasadelabuelomaximo.com;www.lacasadelabuelomaximo.com;;;;8;-4.351241;41.1299607;
40/000173;Casa Rural;3ª - 3 Estrellas;LA CASA DEL ABUELO MAXIMO II;Calle  CRUCERO. 27;40430;Segovia;Bernardos;BERNARDOS;BERNARDOS;921566108;648034653;;info@lacasadelabuelomaximo.com;www.lacasadelabuelomaximo.com;;;;2;-4.351241;41.1299607;
42/000145;Hotel Rural;4ª - 4 Estrellas;LA CASONA DEL HERRERO;Calle ROSAS. S/N;42149;Soria;Navaleno;NAVALENO;NAVALENO;975374307;625698459;;info@lacasonadelherrero.com;www.lacasonadelherrero.com;;;;12;-3.006622;41.8376662;
40/000161;Casa Rural;3ª - 3 Estrellas;EL POZO DE MACARENO;Travesía  DEL CALVARIO. 17;40331;Segovia;Navalilla;NAVALILLA;NAVALILLA;677476740;921520049;;info@andatura.es;www.pozomacareno.es;;;;10;-3.9313889;41.3411111;Si
40/000168;Casa Rural;3ª - 3 Estrellas;LOS HALCONES I;Camino  DE LA ALAMEDA SN;40370;Segovia;Turégano;TUREGANO;TUREGANO;921577046;699784070;;;;;;;8;-4.006041;41.1561886;
40/000169;Casa Rural;3ª - 3 Estrellas;LOS HALCONES II;Camino DE LA ALAMEDA SN;40370;Segovia;Turégano;TUREGANO;TUREGANO;921577046;699784070;;matarranzhalcones@yahoo.es;;;;;8;-4.006041;41.1561886;
09/000234;Hotel Rural;3ª - 3 Estrellas;LA MORADA DEL CID;Avenida Cid Campeador 20;9140;Burgos;Quintanilla Vivar;VIVAR DEL CID;VIVAR DEL CID;947292356;687592830;;info@lamoradadelcid.com;www.lamoradadelcid.com;;;;34;-3.678122;42.423414;
05/000476;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA MÓNICA;Calle PRADILLO 9  1º BAJO;5160;Ávila;Ávila;NARRILLOS DE SAN LEONARDO;NARRILLOS DE SAN LEONARDO;630762560;;;casamonika@hotmail.com;www.casaruralmonica.com;;;;7;-4.7232396;40.6940724;
37/000321;Casa Rural de Alquiler;3ª - 3 Estrellas;EL OLIVO;Calle ALAMOS 2;37592;Salamanca;Saelices el Chico;SAELICES EL CHICO;SAELICES EL CHICO;660493820;923490148;;miguelinorural@hotmail;www.casaolivo.net;;;;8;-6.6326884;40.6702128;Si
37/000324;Casa Rural de Alquiler;4ª - 4 Estrellas;THERMA AGRESTE;Calle RECOBEROS.9 BIS;37249;Salamanca;Bermellar;BERMELLAR;BERMELLAR;655920927;630324070;;tonho@orgullorural.com;www.orgullorural.com;;;;4;-6.6724512;40.9994824;
05/000478;Casa Rural de Alquiler;3ª - 3 Estrellas;EL SOBRAO;Calle LAVENTA S/N;5635;Ávila;Navarredonda de Gredos;NAVARREDONDA DE GREDOS;NAVARREDONDA DE GREDOS;920 34 81 12;;;;complejorurallaventa.com;;;;4;-5.1324826;40.3619963;Si
34/000189;Casa Rural de Alojamiento Compartido;4ª - 4 Estrellas;LA GALANA;Calle  SAN MARTÍN 8 POSTERIOR;34810;Palencia;Aguilar de Campoo;NESTAR;NESTAR;979125643;636234714;;lagalanacasarural@gmail.com;www.lagalanacasarural.com;;;;8;-4.272319;42.7899486;
24/000340;Casa Rural de Alquiler;3ª - 3 Estrellas;EL HENAR DEL REY I;Calle EL BARRIO. 18;24648;León;Robla (La);BRUGOS DE FENAR;BRUGOS DE FENAR;629561532;987570715;;elhenardelrey@gmail.com;www.elhenardelrey.com;;;;4;-5.6181042;42.8013833;
24/000341;Casa Rural de Alquiler;3ª - 3 Estrellas;EL HENAR DEL REY II;Calle EL BARRIO 18;24648;León;Robla (La);BRUGOS DE FENAR;BRUGOS DE FENAR;629561532;987570715;;elhenardelrey@gmail.com;www.elhenardelrey.com;;;;4;-5.6181042;42.8013833;
24/000342;Hotel Rural;1ª - 1 Estrella;EL PUENTE;Calle LOS MESONES 12;24210;León;Mansilla de las Mulas;MANSILLA DE LAS MULAS;MANSILLA DE LAS MULAS;987310762;;;ctrambeSL@hotmail.com;WWW.CTRELPUENTE.COM;;;;23;-5.4160888;42.4956154;Si
37/000325;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA DE LA MOLINA;Plaza DE LA CONSTITUCION 1;37110;Salamanca;Santiz;SANTIZ;SANTIZ;923320802;653669315;;info@casadelamolina.com;wwwcasadelamolina.com;;;;10;-5.8957669;41.2049089;Si
09/000236;Hotel Rural;2ª - 2 Estrellas;COLÁS;Calle Mayor. 5;9211;Burgos;Valle de Tobalina;MONTEJO DE CEBAS;MONTEJO DE CEBAS;947358734;;;info@posadacolas.com;www.posadacolas.com;;;;12;-3.3269175;42.8033817;Si
37/000326;Casa Rural de Alquiler;4ª - 4 Estrellas;CARMEN;Plaza MAYOR 19;37590;Salamanca;Tenebrón;TENEBRON;TENEBRON;923482476;630778437;;casaruralcarmen@ono.com;www.salamancacasasrurales.com;;;;11;-6.3556934;40.6242033;
05/000480;Casa Rural de Alquiler;4ª - 4 Estrellas;CALLE EL BERRUECO;Calle EL BERRUECO 18;5130;Ávila;Solosancho;ROBLEDILLO;ROBLEDILLO;640348321;645924649;;info@florentino-robledillo.com;www.florentino-robledillo.com;;;;4;-4.927457;40.541274;
05/000481;Casa Rural de Alquiler;1ª - 1 Estrella;LA TORRE;Calle PLATERÍA 54;5619;Ávila;Neila de San Miguel;NEILA DE SAN MIGUEL;NEILA DE SAN MIGUEL;923430369;619402531;;soydeneila@gmail.com;www.casaneila.com;;;;8;-5.6511425;40.4232803;
05/000483;Casa Rural de Alquiler;2ª - 2 Estrellas;LA PLAZUELA;Calle NAVALGUIJO 166;5697;Ávila;Navalonguilla;NAVALGUIJO;NAVALGUIJO;610914721;;;;;;;;2;-5.521739;40.2595046;
05/000484;Casa Rural de Alquiler;3ª - 3 Estrellas;LA SOLANO;Calle SAN BENITO 49;5635;Ávila;Navarredonda de Gredos;BARAJAS;BARAJAS;615553890;920348291;;arrabeverdugo@gmail.com;www.complejoruralventa.com;;;;4;-5.1423621;40.3628992;Si
